"Dataset_ID"	"Original.chronology_Compared"	"Original.chronology_VS._Newly.chronology"	"Reason"	"LegacyAge 1.0_Source"
25402	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
25404	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, no publications found for this dataset"	"AWI"
25406	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
25408	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
25410	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
25414	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
25427	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation, AWI's include the core top and basal ages better"	"AWI"
25435	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
25455	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
25466	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
25468	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better, publication unavailable"	"AWI"
25470	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
25472	"Two: CAL BP and Author preferred"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
25477	"Two: CAL BP and Author preferred"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
25481	"Two: CAL BP and Author preferred"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, publication unavailable"	"AWI"
25511	"TAS1108SC1-BACON"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
25514	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at 50-75 cm better, publication unavailable"	"AWI"
25551	"Two: SKOPE and Wright 2006"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
25763	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as using Bacon"	"AWI"
25765	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first and last datings better"	"AWI"
25767	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority as using Bacon"	"AWI"
25769	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
25776	"Cal yr BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, Neotoma's only accept the Biostratigraphic datings"	"AWI"
25786	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 150-200 cm better"	"AWI"
25835	"Cal BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as calibrated with Marine20"	"AWI"
25837	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
25839	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better"	"AWI"
25843	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first added dating better, no futher dating information from publication"	"AWI"
25845	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
26315	"Two: SKOPE and McCoy 2006"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
26319	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
26321	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at ~810 cm better"	"AWI"
26425	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better, publication unavailable"	"AWI"
26429	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication better"	"AWI"
26431	"Two: CAL age and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings st high depth better"	"AWI"
26433	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication better"	"AWI"
26435	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
26437	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
26439	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
26442	"Cal yr BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
26446	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
26448	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
26499	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
26501	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
26505	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as using Bacon"	"AWI"
26507	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
26510	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
26512	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
26514	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the last two datings better, no further dating information from publication"	"AWI"
26516	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
26518	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
26520	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age from the publication better"	"AWI"
26563	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as calibrated with Marine20"	"AWI"
26565	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
26572	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
26608	"Two: Giesecke et al. 2014 (MADCAP) and EPD calibrated"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"EPD calibrated' is varve-based model, which more reliable than 14C"	"Neotoma_EPD calibrated"
29236	"Three: Uncalibrated, Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better according to the reference"	"AWI"
30184	"Huang et al. 2018"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
32258	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
32260	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
32262	"Two: Kelly et al. 2017 and Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the hiatus from publication better"	"AWI"
32426	"Beck et al. 2017"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at low and high depth better "	"AWI"
34553	"Bacon"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more dating at high depth"	"AWI"
39364	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
39749	"Big Moose L C2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
40111	"Krause et al. 2018"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40168	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last third dating better"	"AWI"
40317	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication better"	"AWI"
40321	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all 14C datings better, Giesecke et al. 2014 (MADCAP) only accept  non-14C datings, publication unavailable"	"AWI"
40439	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
40441	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
40443	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40448	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
40450	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from the publication"	"AWI"
40452	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s include the core top and basal ages better and catch up more datings at high depth"	"AWI"
40454	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include two hiatuses from publication better, Neotoma's only linear interpolation"	"AWI"
40484	"Chron1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40486	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation, AWI's include the core top and basal ages from publication better"	"AWI"
40490	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
40519	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up the dating at 26 cm better"	"AWI"
40566	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings at high depth better"	"AWI"
40569	"Cal yr BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
40572	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40574	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at low depth from publication"	"AWI"
40577	"Cal yr BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40579	"Cal yr BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40582	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication"	"AWI"
40584	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s include the core basal age and catch up the first two datings better, no hiatus according to references"	"AWI"
40627	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
40634	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 200-300 cm better"	"AWI"
40642	"Two: Cal yr BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age and catch up all datings at high depth better"	"AWI"
40666	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
40791	"Author submitted"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at 250-450 cm better"	"AWI"
40793	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
40795	"Author submitted"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at 400-600 cm better"	"AWI"
40797	"Oswald et al. 2018"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings 100-350 cm better"	"AWI"
40799	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
40803	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at ~500 cm better"	"AWI"
40844	"Author submitted"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at ~700 cm better"	"AWI"
40861	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
40875	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
40914	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
40940	"Lézine et al. 2013"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
40945	"Lézine et al. 2018"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
40949	"Author preferred"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age and catch up datings at high depth better according to reference"	"AWI"
40951	"Author preferred"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
40955	"Rey et al. (2018)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40958	"Author submitted"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
40963	"Rey et al. (2018)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
40976	"Lacourse et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
40990	"Two: CAL BP and Calendar years BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
40992	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better"	"AWI"
40997	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as extracted the reservoir effect"	"AWI"
40999	"Calendar year BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at low depth better"	"AWI"
41018	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last three datings better"	"AWI"
41025	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up the last dating point better"	"AWI"
41027	"Author submitted"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up the last dating point better"	"AWI"
41030	"Two: SKOPE and Anderson et al. 2013"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
41034	"SKOPE"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41098	"Two: Neotoma 1 and Müller et al. 2009"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings at high depth better"	"AWI"
41102	"Two: Giesecke et al. 2014 (MADCAP) and EPD 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, publication unavailable"	"AWI"
41121	"LAPD-1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up the first dating point better"	"AWI"
41127	"de Boer et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41138	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
41140	"Calder et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
41146	"Calder et al. 2015"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings at high depth"	"AWI"
41159	"Calder et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
41161	"Calder et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
41163	"Calder et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
41171	"Calder et al. 2015"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first four datings better"	"AWI"
41177	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation, AWI's include more datings from publication"	"AWI"
41181	"APD 2"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include one more hiatus better"	"AWI"
41183	"Two: Neotoma 1 and Daigle & Kaufman 2009"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings better and include the basal age"	"AWI"
41185	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
41187	"Two: cal BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age from the publication better"	"AWI"
41189	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings at high depth better"	"AWI"
41191	"APD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41197	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at 350 cm better"	"AWI"
41199	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41201	"age cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41203	"Age cal BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication better"	"AWI"
41205	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up more dating points"	"AWI"
41207	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings at high depth better according to publication"	"AWI"
41210	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41212	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation, publication unavailable"	"AWI"
41214	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41216	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41218	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41220	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first three datings better according to publication"	"AWI"
41222	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41224	"EPD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age from publication better"	"AWI"
41226	"EPD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41228	"age_calbp"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings better"	"AWI"
41230	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
41233	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first two datings better"	"AWI"
41235	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
41237	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
41243	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41245	"Two: Neotoma 1 and Jiang et al. 2006"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's extraced the reservoir effect"	"AWI"
41247	"Jiang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41252	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
41262	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41264	"Cal. yr BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age from publication better"	"AWI"
41269	"APD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better"	"AWI"
41273	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better, also extracted the reservoir effect"	"AWI"
41276	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation, publication unavailable"	"AWI"
41278	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41280	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41283	"APD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41285	"APD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
41298	"Two: APD 1 and APD 2"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the second dating point better"	"AWI"
41305	"age cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age and catch up the last dating better"	"AWI"
41308	"age cal BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
41310	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
41314	"APD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41320	"age cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41323	"age cal BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up the first and last datings better"	"AWI"
41326	"age cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41329	"age cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
