TaxonName,Harmonisation
Stratiotes,Delete
Stratiotes aloides,Delete
Straussia,Psychotria
Streblus,Moraceae
Streblus comp.,Moraceae
Strelitziaceae,Strelitziaceae
Streptanthus,Brassicaceae
Streptanthus arizonicus,Brassicaceae
Streptanthus carinatus,Brassicaceae
Streptanthus carinatus subsp. arizonicus,Brassicaceae
Streptanthus cf. S. carinatus,Brassicaceae
Streptocarpus,Gesneriaceae
Streptopus,Liliaceae
Streptopus amplexifolius,Liliaceae
Striapollenites sp.,Delete
Striatopollis sp.,Delete
Striatriletes,Delete
Striatriletes saccolomoides,Delete
Striatriletes sp.,Delete
Striga,Orobanchaceae
Striga-type,Orobanchaceae
Strobilanthes,Acanthaceae
Strobilanthes comp.,Acanthaceae
Strobilanthes-type,Acanthaceae
Strombosia,Strombosia
Strombosia scheffleri,Strombosia
Strombosia scheffleri-type,Strombosia
Strombosiopsis,Olacaceae
Strombosiopsis tetrandra,Olacaceae
Strumpfia,Rubiaceae
Struthanthus,Loranthaceae
Struthanthus sp.,Loranthaceae
Struthanthus-type,Loranthaceae
Strychnos,Strychnos
Stryphnodendron,Fabaceae
Stryphnodendron-type,Fabaceae
"Stuartella sp.? (type 463, HdV)",Delete
Stuckenia,Delete
Stuckenia cf. S. pectinata,Delete
Stuckenia filiformis-type,Delete
Stuckenia pectinata,Delete
Stuckenia vaginata-type,Delete
Stuckenia-type,Delete
Stylidiaceae,Stylidiaceae
Stylidiaceae subf. Donatioideae,Stylidiaceae
Stylidium,Stylidiaceae
Styloceras,Styloceras
Styloceras-type,Styloceras
Stylogyne,Stylogyne
Stylosanthes erecta-type,Fabaceae
Styphelia,Ericales
Styracaceae,Styracaceae
Styrax,Styrax
Styrax-type,Styrax
Suaeda,Amaranthaceae
Suaeda calceoliformis,Amaranthaceae
Suaeda maritima,Amaranthaceae
Suaeda monoica,Amaranthaceae
Suaeda monoica-type,Amaranthaceae
Suaeda-type,Amaranthaceae
Suaeda-type (S. monoica),Amaranthaceae
Subularia,Brassicaceae
Succisa,Caprifoliaceae
Succisa pratensis,Caprifoliaceae
Succisa pratensis-type,Caprifoliaceae
Succisa T.,Caprifoliaceae
Succisa-type,Caprifoliaceae
Succisella,Caprifoliaceae
Succisella-type,Caprifoliaceae
Swartzia,Swartzia
Swartzieae,Fabaceae
Swertia,Gentianaceae
Swertia abyssinica,Gentianaceae
Swertia perennis,Gentianaceae
Swertia sect. Ophelia type,Gentianaceae
Swertia type,Gentianaceae
Swertia usambarensis-type,Gentianaceae
Swertia-type,Gentianaceae
Swertia-type (S. abyssinica),Gentianaceae
Swertia-type (S. kilimandscharica),Gentianaceae
Swietenia,Swietenia
Syagrus,Syagrus
Syagrus-type,Syagrus
Sycopsis,Hamamelidaceae
Symmeria,Symmeria
Symmeria paniculata,Symmeria
Symmeria-type,Symmeria
Symmerioideae,Polygonaceae
Sympegma,Amaranthaceae
Symphonia,Symphonia
Symphonia globulifera,Symphonia
Symphoricarpos,Caprifoliaceae
Symphoricarpos albus,Caprifoliaceae
Symphoricarpos occidentalis,Caprifoliaceae
Symphoricarpos sp.,Caprifoliaceae
Symphoricarpos-type,Caprifoliaceae
Symphytum,Boraginaceae
Symphytum cf. S. officinale,Boraginaceae
Symphytum officinale,Boraginaceae
Symphytum/Cerinthe-type,Boraginaceae
Symphytum-type,Boraginaceae
Symplocaceae,Symplocaceae
Symplocaceae cf. Symplocos,Symplocos
Symplocarpus,Araceae
Symplocos,Symplocos
"Symplocos (diporate, psilate)",Symplocos
"Symplocos (diporate, verrucate)",Symplocos
"Symplocos (triporate, psilate)",Symplocos
"Symplocos (triporate, scabrate, 30-40 µm)",Symplocos
"Symplocos (triporate, verrucate, 25-35 µm)",Symplocos
Symplocos (type 1),Symplocos
Symplocos (type 2),Symplocos
Symplocos (type 3),Symplocos
Symplocos (type 4),Symplocos
Symplocos (type 5),Symplocos
Symplocos coriacea,Symplocos
Symplocos coriacea-type,Symplocos
Symplocos lanceolata-type,Symplocos
Symplocos peruviana,Symplocos
Symplocos peruviana-type,Symplocos
Symplocos t.,Symplocos
Symplocos tenuifolia-type,Symplocos
Symplocos?Liquidambar formosana,Delete
Symplocos-type,Symplocos
Syncolostemon,Lamiaceae
Syncolostemon bracteosus,Lamiaceae
Syncolostemon bracteosus-type,Lamiaceae
Syngonium,Syngonium
Synthetic depth,Delete
Syringa,Syringa
Syringa sect. Ligustrina,Syringa
Syringa subg. Ligustrina,Syringa
Syringa vulgaris,Syringa
Syringa-type,Syringa
Syzygium,Syzygium
Syzygium/Psidium,Syzygium
Syzygium-type,Syzygium
T. triangulare,Talinaceae
Tabebuia,Tabebuia
Tabebuia (type 1),Tabebuia
Tabebuia (type 2),Tabebuia
Tabebuia-type,Tabebuia
Tabernaemontana,Tabernaemontana
Tabernaemontana-type,Tabernaemontana
Tabernaemontaneae,Apocynaceae
Tacazzea,Apocynaceae
Tacazzea apiculata-type,Apocynaceae
Tachigali,Tachigali
Tageteae,Asteraceae
Tagetes,Asteraceae
Tagetes multiflora,Asteraceae
Talinaceae,Talinaceae
Talinum,Talinaceae
Talinum-type,Talinaceae
Talipariti,Talipariti
Talipariti tiliaceum,Talipariti
Talisia,Talisia
Talisia (type 2),Talisia
Talisia-type,Talisia
Tamaricaceae,Tamaricaceae
Tamaricaceaeÿ,Tamaricaceae
Tamarindus,Tamarindus
Tamarindus indica,Tamarindus
Tamarindus-type,Tamarindus
Tamarindus-type (T. indica),Tamarindus
Tamarix,Tamarix
Tamarix cfcf,Tamarix
Tamarix chinensis,Tamarix
Tamarix senegalensis,Tamarix
Tambourissa,Tambourissa
Tambourissa purpurea,Tambourissa
Tambourissa purpurea-type,Tambourissa
"Tambourissa purpurea-type (Mauritius type 101b, de Boer)",Tambourissa
Tamus,Dioscoreaceae
Tamus communis,Dioscoreaceae
Tanacetum,Asteraceae
Tanacetum-type,Asteraceae
Tanaecium,Bignoniaceae
Tanytarsini,Delete
Tapeinosperma,Primulaceae
Tapinanthus,Loranthaceae
Tapinanthus-type,Loranthaceae
Tapirira,Tapirira
Tapirira aff. T. guianensis,Tapirira
Tapirira-type,Tapirira
Tapura,Dichapetalaceae
Tapura fischeri,Dichapetalaceae
Tapura fischeri-type,Dichapetalaceae
Tarasa,Malvaceae
Tarasa operculata,Malvaceae
Tarasa sp.,Malvaceae
Taraxacum,Asteraceae
Taraxacum officinale group,Asteraceae
Taraxacum type,Asteraceae
Taraxacum/Microseris,Asteraceae
Taraxacum-type,Asteraceae
Tarchonantheae,Asteraceae
Tarchonanthus,Tarchonanthus
Tardigrada,Delete
"Tardigrada (type 902, HdV)",Delete
Tardigrada undiff.,Delete
Tardigrada|stylet muscle 3 (M3)|NISP|stylet muscle 3 (M3)|NISP,Delete
Tardigrada|stylet muscle 5 (M5)|NISP|stylet muscle 5 (M5)|NISP,Delete
Tardigrada|stylet muscle 6 (M6)|NISP|stylet muscle 6 (M6)|NISP,Delete
Tarenna,Tarenna
Tarenna-type,Tarenna
Tarrietia,Heritiera
Tarrietia utilis,Heritiera
Tasmanales,Delete
Tasmannia,Winteraceae
Tasmannia lanceolata,Winteraceae
Taxaceae,Taxaceae
Taxo diaceae,Cupressaceae
Taxodiaceae,Cupressaceae
Taxodiaceae/Cupressaceae/Taxaceae,Cupressaceae
Taxodium,Taxodium
Taxodium distichum,Taxodium
Taxodium-type,Taxodium
Taxus,Taxus
Taxus baccata,Taxus
Taxus brevifolia,Taxus
Taxus canadensis,Taxus
Taxus|pollen|NISP,Taxus
Taxus|stomate|NISP,Delete
Taxus-type,Taxus
Teclea,Teclea
Teclea nobilis,Teclea
Teclea-type,Teclea
Teclea-type (T. nobilis),Teclea
Tecoma,Tecoma
Tectaria (type 1),Delete
Tectaria (type 2),Delete
Tectaria comp.,Delete
Tectatodinium pellitum,Delete
Tectona,Tectona
Tectona grandis,Tectona
Telephium,Caryophyllaceae
Telopea,Proteaceae
Telopea truncata,Proteaceae
Tephroseris,Asteraceae
Tephroseris palustris,Asteraceae
Tephrosia,Fabaceae
Tepualia,Metrosideros
Tepualia stipularis,Metrosideros
Teramnus,Fabaceae
Terminalia,Terminalia
Terminalia bentzoë,Terminalia
Terminalia benzoin,Terminalia
Terminalia laxiflora,Terminalia
Terminalia myriocarpa,Combretaceae
Terminalia sect. Bucida,Terminalia
Ternstroemia,Ternstroemia
Ternstroemia cf. T. brasiliensis,Ternstroemia
Ternstroemia-type,Ternstroemia
Tessaria,Asteraceae
Tessaria absinthioides,Asteraceae
Tessmannia,Fabaceae
Testate amoebae,Delete
Testate amoebae undiff.,Delete
Tetracarpaea,Tetracarpaeaceae
Tetracarpaea tasmanica,Tetracarpaeaceae
Tetracarpaea tasmannica,Tetracarpaeaceae
Tetracarpaeaceae,Tetracarpaeaceae
Tetracarpaeaceae cf. Tetracarpaea,Tetracarpaeaceae
Tetracentron,Tetracentron
Tetracera,Dilleniaceae
Tetracera alnifolia,Dilleniaceae
Tetracera alnifolia-type,Dilleniaceae
Tetraclea,Lamiaceae
Tetraclea coulteri,Lamiaceae
Tetraclinis,Tetraclinis
Tetracolporopollenites maculosus,Delete
Tetradenia-type,Lamiaceae
Tetradymia,Asteraceae
Tetradymia glabrata,Asteraceae
Tetradymia sp.,Asteraceae
Tetradymia-type,Asteraceae
Tetraedron,Delete
Tetraëdron,Delete
Tetraëdron cf. T. minimum,Delete
Tetraedron minimum,Delete
Tetraëdron minimum,Delete
Tetraëdron undiff.,Delete
Tetraena,Zygophyllaceae
Tetragastris,Burseraceae
Tetragonolobus maritimus,Fabaceae
Tetrameristaceae,Tetrameristaceae
Tetraplasandra,Tetraplasandra
Tetrapleura,Fabaceae
Tetrapleura tetraptera,Fabaceae
Tetrapleura tetraptera-type,Fabaceae
Tetraploa,Delete
Tetraploa aristata,Delete
Tetraploa scheueri,Delete
Tetraploa sp.,Delete
Tetraploa spp.,Delete
Tetraploa-type,Delete
Tetrapogon,Poaceae
Tetraporina,Delete
Tetrapterys,Malpighiaceae
Tetratheca,Elaeocarpaceae
Tetratheca pilosa,Elaeocarpaceae
Tetrathylacium,Salicaceae
Tetrazygia,Melastomataceae
Tetrorchidium,Euphorbiaceae
Tetrorchidium rubrivenium,Euphorbiaceae
Teucrium,Lamiaceae
Teucrium chamaedrys,Lamiaceae
Teucrium chamaedrys-type,Lamiaceae
Teucrium pyrenaicum,Lamiaceae
Teucrium pyrenaicum-type,Lamiaceae
Teucrium scorodonia,Lamiaceae
Teucrium-type,Lamiaceae
Thalictrum,Thalictrum
thalictrum,Thalictrum
Thalictrum alpinum,Thalictrum
Thalictrum alpinum-type,Thalictrum
Thalictrum angustifolium,Thalictrum
Thalictrum aquilegiifolium,Thalictrum
Thalictrum cf. T. dasycarpum,Thalictrum
Thalictrum cf. T. dioicum,Thalictrum
Thalictrum confine-type,Thalictrum
Thalictrum dasycarpum-type,Thalictrum
Thalictrum dioicum-type,Thalictrum
Thalictrum flavum,Thalictrum
Thalictrum flavum-type,Thalictrum
Thalictrum lucidum,Thalictrum
Thalictrum minus,Thalictrum
Thalictrum minus-type,Thalictrum
Thalictrum undiff.,Thalictrum
Thalictrum venulosum-type,Thalictrum
Thalictrum/Coptis,Thalictrum
Thalictrum-type,Thalictrum
Thamnosma,Rutaceae
Thamnosma montana,Rutaceae
Thaxteriella pezizula,Delete
Theaceae,Theaceae
Theaceae undiff.,Theaceae
Thecacoris,Phyllanthaceae
Thecacoris-type,Phyllanthaceae
Thecaphora,Delete
Thecaphora-type,Delete
Thelesperma cf. T. longipes,Asteraceae
Thelesperma sp.,Asteraceae
Theligoneae,Rubiaceae
Theligonum,Rubiaceae
Theligonum cynocrambe,Rubiaceae
Thelypteridaceae,Delete
Thelypteris,Delete
Thelypteris cf. T. palustris,Delete
Thelypteris cf. T. palustris-type,Delete
Thelypteris palustris,Delete
Thelypteris palustris-type,Delete
Thelypteris quelpaertensis,Delete
Thelypterisphegopteris,Delete
Thelypteris-type,Delete
Themeda,Poaceae
Themeda triandra,Poaceae
Theobroma,Theobroma
Theophrastoideae,Theophrastaceae
Thesium,Santalaceae
Thesium-type,Santalaceae
Thevetia,Thevetia
Thevetia-type,Thevetia
Thilachium,Capparaceae
Thilachium africanum,Capparaceae
Thorella verticillatinundata-type,Apiaceae
Thouinia,Sapindaceae
Thuja,Thuja
Thuja plicata,Thuja
Thuja plicata-type,Thuja
Thuja-type,Thuja
Thunbergia,Acanthaceae
Thunbergioideae,Acanthaceae
Thylachium,Capparaceae
Thylachium africanum,Capparaceae
Thylacospermum,Caryophyllaceae
Thymelaea,Thymelaeaceae
Thymelaeaceae,Thymelaeaceae
Thymelaeaceae cf. Daphne,Thymelaeaceae
Thymophylla,Asteraceae
Thymophylla acerosa,Asteraceae
Thymus,Lamiaceae
Thymus/Mentha,Lamiaceae
Thymus/Mentha-type,Lamiaceae
Thymus-type,Lamiaceae
Thysanocarpus,Brassicaceae
Thysanocarpus curvipes,Brassicaceae
Thysanocarpus sp.,Brassicaceae
Tidestroemia lanuginosa,Amaranthaceae
Tidestromia,Amaranthaceae
Tidestromia lanuginosa,Amaranthaceae
Tidestromia-type,Amaranthaceae
Tieghemopanax,Polyscias
Tilia,Tilia
tilia,Tilia
Tilia × europaea,Tilia
Tilia × vulgaris,Tilia
Tilia americana,Tilia
Tilia amurensis,Tilia
Tilia cordata,Tilia
Tilia cordata type,Tilia
Tilia cordata/T. platyphyllos,Tilia
Tilia cordata-type,Tilia
Tilia korrodiert (ab 235 gez„hlt),Tilia
Tilia mandshurica,Tilia
Tilia platyphyllos,Tilia
Tilia platyphyllos subsp. cordifolia,Tilia
Tilia platyphyllos-type,Tilia
Tilia tomentosa,Tilia
Tilia undiff.,Tilia
Tilia|pollen|NISP,Tilia
Tilia|trichome|NISP,Delete
Tiliaceae,Tiliaceae
Tiliaceae cf. Apeiba,Apeiba
Tiliaceae undiff.,Tiliaceae
Tiliaceae-type,Tiliaceae
Tiliacora,Menispermaceae
Tiliacora funifera,Menispermaceae
Tiliacora funifera-type,Menispermaceae
Tilia-type,Tilia
Tilioideae,Malvaceae
Tilioideae (type 32),Malvaceae
Tilioideae cf. Apeiba,Apeiba
Tilioideae undiff.,Malvaceae
Tilioideae-type,Malvaceae
Tillaea,Crassulaceae
Tillaea-type,Crassulaceae
Tillandsia,Bromeliaceae
Tillandsia-type,Bromeliaceae
Tilletia,Delete
Tilletia caries-type,Delete
Tilletia sphagni,Delete
"Tilletia sphagni (type 27, HdV)",Delete
Timonius,Timonius
Timonius-type,Timonius
Tinospora,Menispermaceae
Tinospora bakis,Menispermaceae
Tinospora cordifolia,Menispermaceae
Tintinnidium fluviatile,Delete
Tiquilia,Boraginaceae
Tiquilia canescens,Boraginaceae
Tiquilia greggii,Boraginaceae
Tiquilia sp.,Boraginaceae
Tococa,Melastomataceae
Tocoyena,Rubiaceae
Toddalia,Rutaceae
Toddalia asiatica,Rutaceae
Toddalia asiatica-type,Rutaceae
Toddalia-type (T. asiatica),Rutaceae
Todea barbara,Delete
Tofieldia,Tofieldiaceae
Tofieldia glutinosa,Tofieldiaceae
Tofieldia pusilla,Tofieldiaceae
Tofieldiaceae,Tofieldiaceae
Tofieldia-type,Tofieldiaceae
Tongoloa,Apiaceae
Tordylium maximum,Apiaceae
Torilis,Apiaceae
Torilis arvensis,Apiaceae
Torilis arvensis-type,Apiaceae
Torilis japonica,Apiaceae
Torilis japonica-type,Apiaceae
Torilis nodosa,Apiaceae
Torilis nodosa-type,Apiaceae
Torilis-type,Apiaceae
Total count rate,Delete
Tournefortia,Boraginaceae
Tournefortia bicolor-type,Boraginaceae
Tournefortia cf. T. bicolor,Boraginaceae
Tournefortia rufo-sericea,Boraginaceae
Tournefortia-type,Boraginaceae
Tovomita,Tovomita
Tovomita-type,Tovomita
Tovomitopsis,Clusiaceae
Toxicodendron,Toxicodendron
Toxicodendron radicans,Toxicodendron
Toxicodendron radicans-type,Toxicodendron
Toxicodendron vernix,Toxicodendron
Tozzia,Orobanchaceae
Tozzia alpina,Orobanchaceae
Tracheophyta,Delete
Tracheophyta (disturbance indicators),Delete
Tracheophyta undiff.,Delete
Tracheophyta undiff. (aquatic plants),Delete
Tracheophyta undiff. (páramo plants),Delete
Tracheophyta undiff. (subpáramo plants),Delete
Trachomitum,Apocynaceae
Trachycarpus,Trachycarpus
Trachycarpus fortunei,Trachycarpus
Trachymene,Araliaceae
Trachyphyllum,Delete
Trachyspermum-type,Apiaceae
Trachystemon,Boraginaceae
Trachystemon orientalis-type,Boraginaceae
Tradescantia,Commelinaceae
Tragia,Euphorbiaceae
Tragia cf. T. ramosa,Euphorbiaceae
Tragia nepetifolia,Euphorbiaceae
Tragia ramosa,Euphorbiaceae
Tragia sp.,Euphorbiaceae
Tragia urticifolia,Euphorbiaceae
Tragopogon,Asteraceae
Tragopogon pratensis-type,Asteraceae
Tragopogon-type,Asteraceae
Transeauina,Delete
"Transeauina (type 214, HdV)",Delete
Transeauina glyptosperma,Delete
Transeauina undiff.,Delete
Transects across slide,Delete
Trapa,Delete
Trapa natans,Delete
Trattinnickia,Burseraceae
Trattinnickia sp.,Burseraceae
Treculia,Treculia
Treculia africana,Treculia
Trema,Trema
Trema comp.,Trema
Trema discolor,Trema
Trema micrantha,Trema
Trema orientalis,Trema
Trema orientalis-type,Trema
Trema-type,Trema
Trema-type (T. orientalis),Trema
Triantha,Tofieldiaceae
Triantha glutinosa,Tofieldiaceae
Trianthema,Aizoaceae
Tribulus,Zygophyllaceae
Tribulus terrestris,Zygophyllaceae
Tricalysia,Rubiaceae
Trichanthera,Trichanthera
Trichanthera-type,Trichanthera
Trichilia,Trichilia
Trichilia (type 1),Trichilia
Trichilia (type 2),Trichilia
Trichilia sp.,Trichilia
Trichilia undiff.,Trichilia
Trichilia-type,Trichilia
Trichocerca cylindrica,Delete
Trichocladium,Delete
Trichocladium opacum,Delete
"Trichocladium opacum (type 10, HdV)",Delete
"Trichocladium opacum (type 10A, HdV)",Delete
Trichocladus,Trichocladus
Trichocline,Asteraceae
Trichodesma,Boraginaceae
Trichomanes,Delete
Trichomanes-type,Delete
Trichophorum,Cyperaceae
Trichophorum cespitosum,Cyperaceae
Trichosanthes,Cucurbitaceae
Trichoscypha,Anacardiaceae
Trichoscypha-type,Anacardiaceae
Trichoscypha-type (T. arborea),Anacardiaceae
Trichostema,Lamiaceae
Trichostema dichotomum,Lamiaceae
Trichostigma,Petiveriaceae
Trichothyrium,Delete
Trichuris,Delete
Trichuris trichiura,Delete
Tricoporopollenites,Delete
Tridens,Poaceae
Tridens muticus,Poaceae
Trientalis,Primulaceae
Trientalis europaea,Primulaceae
Trientalis-type,Primulaceae
Trifolieae,Fabaceae
Trifolium,Fabaceae
Trifolium alpestre,Fabaceae
Trifolium alpestre-type,Fabaceae
Trifolium alpinum,Fabaceae
Trifolium alpinum-type,Fabaceae
Trifolium angustifolium/T. hirtum,Fabaceae
Trifolium arvense,Fabaceae
Trifolium badium,Fabaceae
Trifolium badium-type,Fabaceae
Trifolium campestre,Fabaceae
Trifolium campestre-type,Fabaceae
Trifolium cf. T. pratense,Fabaceae
Trifolium cf. T. repens,Fabaceae
Trifolium dubium,Fabaceae
Trifolium hybridum,Fabaceae
Trifolium hybridum-type,Fabaceae
Trifolium medium,Fabaceae
Trifolium medium-type,Fabaceae
Trifolium montanum,Fabaceae
Trifolium montanum-type,Fabaceae
Trifolium pallescens,Fabaceae
Trifolium pratense,Fabaceae
Trifolium pratense-type,Fabaceae
Trifolium repens,Fabaceae
Trifolium repens-type,Fabaceae
Trifolium sect. Glycyrrhizum,Fabaceae
Trifolium sect. Trifoliastrum,Fabaceae
Trifolium sect. Trifolium,Fabaceae
Trifolium sect. Vesicastrum,Fabaceae
Trifolium sp.,Fabaceae
Trifolium spadiceum,Fabaceae
Trifolium spadiceum-type,Fabaceae
Trifolium striatum,Fabaceae
Trifolium striatum-type,Fabaceae
Trifolium subg. Chronosemium,Fabaceae
Trifolium subg. Trifolium,Fabaceae
Trifolium type,Fabaceae
Trifolium undiff.,Fabaceae
Trifolium-type,Fabaceae
Trifolium-type undiff.,Fabaceae
Triglochin,Delete
Triglochin cf. T. palustris,Delete
Triglochin maritima,Delete
Triglochin maritimum,Delete
Triglochin/Sparganium,Delete
Triglochin-type,Delete
Trigonia,Iridaceae
Trigoniaceae,Trigoniaceae
Trigonopyxis arcula,Delete
Trigonotis,Boraginaceae
Trilepisium,Trilepisium
Trilepisium madagascariense-type,Trilepisium
Trilepisium-type,Trilepisium
Trilepisium-type (T. madagascariense),Trilepisium
trilet,Delete
trilet poly,Delete
trilete,Delete
Trilete,Delete
Trilete fern-spore spike,Delete
Trilete spores,Delete
Trilete_spore,Delete
Triletes,Delete
Triletes (smooth),Delete
Triletes undiff.,Delete
Trilites,Delete
Trillium,Melastomataceae
Trillius (Trilium),Melastomataceae
Triloculina frigida,Delete
Trinia,Apiaceae
Trinia glauca,Apiaceae
Trinia glauca-type,Apiaceae
Triodanis,Campanulaceae
Triopteris,Malpighiaceae
Triopterys,Malpighiaceae
Triplaris,Triplaris
Triplaris/Coccoloba,Triplaris
Triplochiton,Triplochiton
Triplochiton scleroxylon,Triplochiton
Tripolium,Asteraceae
Tripolium pannonicum,Asteraceae
Tripolium pannonicum subsp. tripolium,Asteraceae
Tripolium pannonicum subsp. tripolium-type,Asteraceae
Triposporium elegans (TM-M1),Delete
Tripsacum,Poaceae
Tripterospora,Delete
Tripterospora-type,Delete
Tristellateia,Malpighiaceae
Tristellateia australasiae,Malpighiaceae
Tristerix,Loranthaceae
Tristerix-type,Loranthaceae
Triticum,Poaceae
Triticum dicoccon,Poaceae
Triticum spelta,Poaceae
Triticum spelta-type,Poaceae
Triticum turgidum,Poaceae
Triticum turgidum subsp. dicoccon,Poaceae
Triticum type,Poaceae
Triticum undiff.,Poaceae
Triticum-type,Poaceae
Triumfetta,Malvaceae
Triumfetta-type,Malvaceae
Trixis,Asteraceae
Trixis californica,Asteraceae
Trixis sp.,Asteraceae
Trochetia,Trochetia
"Trochetia (Mauritius type 146, de Boer)",Trochetia
"Trochetia (Mauritius type 174, de Boer)",Trochetia
Trochiscia undiff.,Delete
Trochodendraceae,Trochodendraceae
Trochodendrales,Trochodendrales
Trochodendron,Trochodendron
Trollium?Trollius,Ranunculaceae
Trollius,Ranunculaceae
Trollius europaeus,Ranunculaceae
Trollius europaeus-type,Ranunculaceae
Trollius-type,Ranunculaceae
Tropaeolaceae,Tropaeolaceae
Tropaeolum,Tropaeolaceae
Trophis,Moraceae
Tsuga,Tsuga
Tsuga canadensis,Tsuga
Tsuga canadensis-type,Tsuga
Tsuga diversifolia,Tsuga
Tsuga diversifolia-type,Tsuga
Tsuga dumosa,Tsuga
Tsuga heterophylla,Tsuga
Tsuga mertensiana,Tsuga
Tsuga undiff.,Tsuga
Tsuga|pollen|NISP,Tsuga
Tsuga|stomate|NISP,Delete
Tsuga-type,Tsuga
Tuberaria,Cistaceae
Tuberaria guttata,Cistaceae
Tuberaria lignosa,Cistaceae
Tuberculodinium vancampoae,Delete
Tubuliflorae,Asteraceae
Tubuliflorae undiff.,Asteraceae
Tulipa,Liliaceae
Tulipa sylvestris,Liliaceae
Tulipa-type,Liliaceae
Turbellaria,Delete
Turgenia,Apiaceae
Turgenia latifolia,Apiaceae
Turgenia latifolia-type,Apiaceae
Turgenia-type,Apiaceae
Turpinia,Turpinia
Turpinia sp.,Turpinia
Turrillia,Proteaceae
Tussilago,Asteraceae
Tussilago farfara,Asteraceae
Tussilago-type,Asteraceae
Tymeleaceae,Thymelaeaceae
type 128a,Delete
Type 207 G (Glomus cf. fasciculatum),Delete
Typha,Delete
Typha (monad),Delete
Typha (monad) undiff.,Delete
Typha (tetrad),Delete
Typha (tetrad) undiff.,Delete
Typha angustata,Delete
Typha angustifolia,Delete
Typha angustifolia/Sparganium,Delete
Typha angustifolia/Sparganium-type,Delete
Typha angustifolia-type,Delete
Typha cf. T. angustifolia,Delete
Typha cf. T. domingensis,Delete
Typha cf. T. elephantina,Delete
Typha cf. T. latifolia,Delete
Typha domingensis,Delete
Typha latif.,Delete
Typha latifolia,Delete
Typha latifolia (monad),Delete
Typha latifolia undiff.,Delete
Typha latifolia/T. angustifolia,Delete
Typha latifolia-type,Delete
Typha minima,Delete
Typha orientalis,Delete
Typha sp.,Delete
Typha undiff.,Delete
Typha/Potamogeton,Delete
Typha/Sparganium,Delete
Typha/Sparganium undiff.,Delete
Typha/Sparganium-type,Delete
Typha\\Sparganium,Delete
Typhaceae,Delete
Typha-type,Delete
Uapaca,Uapaca
Uapaca guineensis,Uapaca
Uapaca kirkiana,Uapaca
Uapaca kirkiana-type,Uapaca
Uapaca nitida,Uapaca
Uapaca nitida-type,Uapaca
Uapaca undiff.,Uapaca
Uebelinia,Caryophyllaceae
Uebelinia abyssinica-type,Caryophyllaceae
Uebelinia-type (U. abyssinica),Caryophyllaceae
Ugni,Myrtaceae
Ulex,Fabaceae
Ulex europaeus,Fabaceae
Ulex/Cytisus,Fabaceae
Ulex/Cytisus sect. Spartopsis,Fabaceae
Ulex/Cytisus sect. Spartopsis-type,Fabaceae
Ulex/Cytisus-type,Fabaceae
Ulex/Sarothamnus,Fabaceae
Ulex/Sarothamnus-type,Fabaceae
Ulex-type,Fabaceae
Ulex-type undiff.,Fabaceae
Ulmaceae,Ulmaceae
Ulmaceae cf. Ampelocera,Ampelocera
Ulmaceae cf. Planera aquatica,Planera
Ulmaceae undiff.,Ulmaceae
Ulmus,Ulmus
ulmus,Ulmus
Ulmus (type A),Ulmus
Ulmus (type B),Ulmus
Ulmus alata,Ulmus
Ulmus americana,Ulmus
Ulmus campestris,Ulmus
Ulmus cf. U. americana,Ulmus
Ulmus cf. U. lanceifolia,Ulmus
Ulmus glabra,Ulmus
Ulmus glabra-type,Ulmus
Ulmus laevis,Ulmus
Ulmus minor,Ulmus
Ulmus pumila,Ulmus
Ulmus scabra,Ulmus
Ulmus sp.,Ulmus
Ulmus undiff.,Ulmus
Ulmus/Zelkova,Ulmus
Ulmus-type,Ulmus
Ulnus,Ulmus
Ulota,Delete
Umbeliferae,Apiaceae
Umbelliaceae,Apiaceae
Umbelliferae,Apiaceae
Umbelliferae (type 1),Apiaceae
Umbelliferae (type 2),Apiaceae
Umbelliferae (type 3),Apiaceae
Umbelliferae undiff.,Apiaceae
Umbelliferaeÿ,Apiaceae
Umbelliferea,Apiaceae
Umbellularia,Umbellularia
Umbilicus,Crassulaceae
Umbilicus rupestris,Crassulaceae
Umbilicus rupestris-type,Crassulaceae
Umbilicus-type,Crassulaceae
Un,Delete
unausgereift,Delete
Uncaria,Rubiaceae
Uncaria africana,Rubiaceae
Uncaria-type (U. africana),Rubiaceae
Uncertain1,Delete
Uncertain2,Delete
Undetermined diatom,Delete
Ungnadia,Ungnadia
Ungnadia speciosa,Ungnadia
Unidentified,Delete
"unidentified (shrunken, flattened, broken)",Delete
Unknow,Delete
Unknown,Delete
unknown,Delete
Unknown (alete),Delete
"Unknown (alete, psilate)",Delete
Unknown (aquatic),Delete
Unknown (big-walled),Delete
Unknown (cf. 419),Delete
Unknown (cf. spore),Delete
"Unknown (cf. spore, rounded)",Delete
"Unknown (coarse reticulate, 35 µm)",Delete
Unknown (coarse spinose),Delete
Unknown (Cretaceous),Delete
Unknown (diporate),Delete
"Unknown (diporate, reticulate)",Delete
Unknown (gemmate),Delete
Unknown (globose),Delete
Unknown (inaperturate),Delete
"Unknown (inaperturate, psilate)",Delete
"Unknown (inaperturate, reticulate)",Delete
Unknown (Incertae sedis 5b),Delete
Unknown (Incertae sedis 5d),Delete
Unknown (large),Delete
Unknown (Mesozoic),Delete
Unknown (monolete),Delete
Unknown (monolete) undiff.,Delete
